Gene,Rep,Temp.hot,Mom.is.SD,N.off.SD,N.off.total
5249,1,0,0,12,39
5249,2,0,0,159,358
5249,1,0,1,25,53
5249,2,0,1,177,270
5250,1,0,0,29,46
5250,2,0,0,61,119
5250,1,0,1,32,67
5250,2,0,1,44,111
5251,1,0,0,3,5
5251,2,0,0,16,36
5251,1,0,1,7,11
5251,2,0,1,15,39
5252,1,0,0,40,100
5252,2,0,0,123,441
5252,1,0,1,43,118
5252,2,0,1,139,393
5253,1,0,0,13,25
5253,2,0,0,90,186
5253,1,0,1,28,52
5253,2,0,1,92,174
5254,1,0,0,38,85
5254,2,0,0,310,710
5254,1,0,1,90,196
5254,2,0,1,341,770
5255,1,0,0,13,48
5255,2,0,0,122,367
5255,1,0,1,26,75
5255,2,0,1,134,375
5256,1,0,0,9,19
5256,2,0,0,94,156
5256,1,0,1,25,38
5256,2,0,1,112,172
5257,1,0,0,20,44
5257,2,0,0,104,177
5257,1,0,1,15,38
5257,2,0,1,85,166
5258,1,0,0,113,269
5258,2,0,0,622,1408
5258,1,0,1,233,470
5258,2,0,1,663,1402
5259,1,0,0,48,105
5259,2,0,0,266,636
5259,1,0,1,95,180
5259,2,0,1,320,735
5260,1,0,0,39,84
5260,2,0,0,198,489
5260,1,0,1,80,185
5260,2,0,1,260,567
5261,1,0,0,13,25
5261,2,0,0,39,103
5261,1,0,1,12,32
5261,2,0,1,34,93
5262,1,0,0,33,57
5262,2,0,0,144,321
5262,1,0,1,33,73
5262,2,0,1,145,330
5263,1,0,0,56,106
5263,2,0,0,308,586
5263,1,0,1,90,153
5263,2,0,1,295,541
5264,1,0,0,21,46
5264,2,0,0,141,477
5264,1,0,1,37,94
5264,2,0,1,98,290
5265,1,0,0,14,29
5265,2,0,0,107,249
5265,1,0,1,37,56
5265,2,0,1,129,254
5266,1,0,0,10,30
5266,2,0,0,158,260
5266,1,0,1,22,43
5266,2,0,1,146,247
5267,1,0,0,17,33
5267,2,0,0,116,208
5267,1,0,1,21,35
5267,2,0,1,81,198
5268,1,0,0,48,85
5268,2,0,0,229,479
5268,1,0,1,77,159
5268,2,0,1,141,277
5269,1,0,0,278,592
5269,2,0,0,859,1639
5269,1,0,1,335,674
5269,2,0,1,722,1422
5270,1,0,0,15,25
5270,2,0,0,56,102
5270,1,0,1,24,35
5270,2,0,1,54,83
5271,1,0,0,23,58
5271,2,0,0,220,452
5271,1,0,1,63,121
5271,2,0,1,272,526
5272,1,0,0,42,72
5272,2,0,0,362,578
5272,1,0,1,107,171
5272,2,0,1,386,605
5273,1,0,0,1,7
5273,2,0,0,6,32
5273,1,0,1,4,12
5273,2,0,1,49,79
5274,1,0,0,9,13
5274,2,0,0,49,115
5274,1,0,1,7,17
5274,2,0,1,44,89
5275,1,0,0,5,15
5275,2,0,0,71,201
5275,1,0,1,27,55
5275,2,0,1,91,221
5276,1,0,0,105,182
5276,2,0,0,319,635
5276,1,0,1,183,319
5276,2,0,1,264,596
5277,1,0,0,65,87
5277,2,0,0,331,458
5277,1,0,1,138,191
5277,2,0,1,351,471
5278,1,0,0,8,14
5278,2,0,0,32,71
5278,1,0,1,8,18
5278,2,0,1,35,59
5279,1,0,0,246,660
5279,2,0,0,589,1480
5279,1,0,1,430,978
5279,2,0,1,695,1298
5280,1,0,0,16,28
5280,2,0,0,26,53
5280,1,0,1,28,62
5280,2,0,1,15,41
5281,1,0,0,41,72
5281,2,0,0,306,538
5281,1,0,1,97,193
5281,2,0,1,414,752
5282,1,0,0,6,10
5282,2,0,0,30,51
5282,1,0,1,11,17
5282,2,0,1,51,72
5283,1,0,0,24,40
5283,2,0,0,123,270
5283,1,0,1,28,50
5283,2,0,1,121,239
5284,1,0,0,10,17
5284,2,0,0,38,84
5284,1,0,1,16,39
5284,2,0,1,49,89
5285,1,0,0,42,73
5285,2,0,0,134,290
5285,1,0,1,46,90
5285,2,0,1,124,265
5286,1,0,0,4,9
5286,2,0,0,51,126
5286,1,0,1,7,19
5286,2,0,1,64,128
5287,1,0,0,151,320
5287,2,0,0,604,1167
5287,1,0,1,233,504
5287,2,0,1,629,1252
5288,1,0,0,44,86
5288,2,0,0,186,361
5288,1,0,1,63,120
5288,2,0,1,182,318
5289,1,0,0,10,17
5289,2,0,0,190,367
5289,1,0,1,48,76
5289,2,0,1,214,432
5290,1,0,0,20,33
5290,2,0,0,215,528
5290,1,0,1,56,117
5290,2,0,1,275,644
5291,1,0,0,11,19
5291,2,0,0,99,219
5291,1,0,1,67,145
5291,2,0,1,296,514
5292,1,0,0,55,116
5292,2,0,0,238,456
5292,1,0,1,143,275
5292,2,0,1,167,324
5293,1,0,0,12,25
5293,2,0,0,48,111
5293,1,0,1,29,45
5293,2,0,1,68,127
5294,1,0,0,57,86
5294,2,0,0,75,156
5294,1,0,1,73,132
5294,2,0,1,128,199
5295,1,0,0,3,4
5295,2,0,0,41,85
5295,1,0,1,19,41
5295,2,0,1,62,162
5296,1,0,0,37,87
5296,2,0,0,189,391
5296,1,0,1,71,145
5296,2,0,1,205,372
5297,1,0,0,60,120
5297,2,0,0,271,535
5297,1,0,1,87,149
5297,2,0,1,250,495
5298,1,0,0,9,14
5298,2,0,0,54,98
5298,1,0,1,13,22
5298,2,0,1,47,86
5299,1,0,0,141,192
5299,2,0,0,532,918
5299,1,0,1,230,345
5299,2,0,1,615,1005
5300,1,0,0,55,146
5300,2,0,0,289,600
5300,1,0,1,98,209
5300,2,0,1,263,516
5301,1,0,0,46,104
5301,2,0,0,153,391
5301,1,0,1,87,187
5301,2,0,1,156,377
5302,1,0,0,82,155
5302,2,0,0,495,825
5302,1,0,1,211,326
5302,2,0,1,658,1091
5303,1,0,0,4,14
5303,2,0,0,34,69
5303,1,0,1,15,22
5303,2,0,1,38,75
5304,1,0,0,70,123
5304,2,0,0,365,744
5304,1,0,1,160,264
5304,2,0,1,345,671
5305,1,0,0,30,53
5305,2,0,0,185,332
5305,1,0,1,46,104
5305,2,0,1,146,292
5306,1,0,0,51,94
5306,2,0,0,169,414
5306,1,0,1,71,155
5306,2,0,1,193,409
5307,1,0,0,29,75
5307,2,0,0,518,1265
5307,1,0,1,128,331
5307,2,0,1,520,1221
5308,1,0,0,15,22
5308,2,0,0,258,482
5308,1,0,1,59,116
5308,2,0,1,297,640
5309,1,0,0,239,516
5309,2,0,0,443,1032
5309,1,0,1,317,657
5309,2,0,1,669,1369
5310,1,0,0,39,79
5310,2,0,0,181,409
5310,1,0,1,63,128
5310,2,0,1,213,453
5311,1,0,0,15,36
5311,2,0,0,134,278
5311,1,0,1,48,99
5311,2,0,1,140,292
5312,1,0,0,161,333
5312,2,0,0,760,1649
5312,1,0,1,272,566
5312,2,0,1,752,1668
5313,1,0,0,16,32
5313,2,0,0,197,311
5313,1,0,1,40,66
5313,2,0,1,208,305
5314,1,0,0,44,80
5314,2,0,0,131,251
5314,1,0,1,62,116
5314,2,0,1,142,252
5315,1,0,0,96,175
5315,2,0,0,429,715
5315,1,0,1,156,282
5315,2,0,1,418,708
5316,1,0,0,93,169
5316,2,0,0,532,1083
5316,1,0,1,106,212
5316,2,0,1,533,1012
5317,1,0,0,15,37
5317,2,0,0,96,166
5317,1,0,1,29,44
5317,2,0,1,111,154
5318,1,0,0,28,58
5318,2,0,0,175,344
5318,1,0,1,57,100
5318,2,0,1,178,307
5319,1,0,0,14,31
5319,2,0,0,141,382
5319,1,0,1,106,212
5319,2,0,1,333,737
5320,1,0,0,1,4
5320,2,0,0,8,20
5320,1,0,1,4,13
5320,2,0,1,13,34
5321,1,0,0,34,55
5321,2,0,0,220,397
5321,1,0,1,62,134
5321,2,0,1,233,430
5322,1,0,0,58,126
5322,2,0,0,337,1033
5322,1,0,1,124,295
5322,2,0,1,472,1117
5323,1,0,0,34,56
5323,2,0,0,181,335
5323,1,0,1,73,129
5323,2,0,1,194,329
5324,1,0,0,24,35
5324,2,0,0,83,156
5324,1,0,1,34,51
5324,2,0,1,86,144
5325,1,0,0,13,21
5325,2,0,0,30,52
5325,1,0,1,8,27
5325,2,0,1,29,58
5326,1,0,0,46,92
5326,2,0,0,922,1995
5326,1,0,1,182,432
5326,2,0,1,1473,2760
5327,1,0,0,4,6
5327,2,0,0,7,22
5327,1,0,1,6,10
5327,2,0,1,13,23
5328,1,0,0,5,11
5328,2,0,0,63,164
5328,1,0,1,29,53
5328,2,0,1,99,192
5329,1,0,0,29,70
5329,2,0,0,83,230
5329,1,0,1,38,89
5329,2,0,1,104,261
5330,1,0,0,6,14
5330,2,0,0,57,113
5330,1,0,1,10,23
5330,2,0,1,37,81
5331,1,0,0,3,8
5331,2,0,0,32,65
5331,1,0,1,12,31
5331,2,0,1,23,62
5332,1,0,0,46,99
5332,2,0,0,166,338
5332,1,0,1,82,164
5332,2,0,1,168,329
5333,1,0,0,46,82
5333,2,0,0,345,612
5333,1,0,1,102,174
5333,2,0,1,346,627
5334,1,0,0,143,249
5334,2,0,0,841,1580
5334,1,0,1,294,535
5334,2,0,1,953,1721
5335,1,0,0,461,789
5335,2,0,0,1722,3160
5335,1,0,1,684,1183
5335,2,0,1,1535,2845
5336,1,0,0,1,3
5336,2,0,0,9,35
5336,1,0,1,7,29
5336,2,0,1,18,46
5337,1,0,0,27,65
5337,2,0,0,166,339
5337,1,0,1,46,74
5337,2,0,1,151,305
5338,1,0,0,32,68
5338,2,0,0,175,390
5338,1,0,1,99,175
5338,2,0,1,195,424
5339,1,0,0,11,16
5339,2,0,0,103,183
5339,1,0,1,29,55
5339,2,0,1,106,198
5340,1,0,0,46,75
5340,2,0,0,175,396
5340,1,0,1,80,154
5340,2,0,1,186,412
5341,1,0,0,5,10
5341,2,0,0,26,71
5341,1,0,1,10,34
5341,2,0,1,29,78
5342,1,0,0,19,50
5342,2,0,0,50,142
5342,1,0,1,19,44
5342,2,0,1,55,147
5343,1,0,0,30,66
5343,2,0,0,146,281
5343,1,0,1,41,88
5343,2,0,1,152,270
5344,1,0,0,17,23
5344,2,0,0,77,129
5344,1,0,1,29,43
5344,2,0,1,69,108
5345,1,0,0,12,20
5345,2,0,0,61,121
5345,1,0,1,17,26
5345,2,0,1,51,106
5346,1,0,0,29,53
5346,2,0,0,60,98
5346,1,0,1,52,92
5346,2,0,1,53,84
5347,1,0,0,5,10
5347,2,0,0,23,41
5347,1,0,1,7,14
5347,2,0,1,22,37
5348,1,0,0,41,62
5348,2,0,0,228,421
5348,1,0,1,70,113
5348,2,0,1,267,461
5349,1,0,0,7,23
5349,2,0,0,26,84
5349,1,0,1,5,24
5349,2,0,1,29,89
5350,1,0,0,31,41
5350,2,0,0,84,132
5350,1,0,1,54,76
5350,2,0,1,67,113
5351,1,0,0,9,14
5351,2,0,0,86,202
5351,1,0,1,24,53
5351,2,0,1,127,257
5352,1,0,0,15,47
5352,2,0,0,40,139
5352,1,0,1,35,65
5352,2,0,1,71,171
5353,1,0,0,28,57
5353,2,0,0,197,411
5353,1,0,1,66,128
5353,2,0,1,233,463
5354,1,0,0,4,32
5354,2,0,0,13,64
5354,1,0,1,11,47
5354,2,0,1,11,47
5355,1,0,0,20,50
5355,2,0,0,217,417
5355,1,0,1,66,113
5355,2,0,1,266,499
5356,1,0,0,3,12
5356,2,0,0,13,42
5356,1,0,1,5,10
5356,2,0,1,19,51
5357,1,0,0,2,4
5357,2,0,0,22,57
5357,1,0,1,12,26
5357,2,0,1,27,50
5358,1,0,0,13,22
5358,2,0,0,94,142
5358,1,0,1,51,70
5358,2,0,1,110,156
5359,1,0,0,20,28
5359,2,0,0,172,352
5359,1,0,1,44,90
5359,2,0,1,191,409
5360,1,0,0,39,54
5360,2,0,0,211,400
5360,1,0,1,63,101
5360,2,0,1,260,422
5361,1,0,0,67,115
5361,2,0,0,441,789
5361,1,0,1,132,241
5361,2,0,1,446,810
5362,1,0,0,57,101
5362,2,0,0,282,508
5362,1,0,1,114,177
5362,2,0,1,285,507
5363,1,0,0,8,14
5363,2,0,0,10,26
5363,1,0,1,3,16
5363,2,0,1,10,18
5364,1,0,0,207,504
5364,2,0,0,1024,2485
5364,1,0,1,222,646
5364,2,0,1,824,2027
5365,1,0,0,34,64
5365,2,0,0,151,297
5365,1,0,1,36,76
5365,2,0,1,156,268
5366,1,0,0,8,26
5366,2,0,0,78,228
5366,1,0,1,29,64
5366,2,0,1,85,232
5367,1,0,0,8,19
5367,2,0,0,66,159
5367,1,0,1,18,45
5367,2,0,1,72,156
5368,1,0,0,1,2
5368,2,0,0,25,52
5368,1,0,1,4,14
5368,2,0,1,32,60
5369,1,0,0,128,209
5369,2,0,0,611,1135
5369,1,0,1,195,362
5369,2,0,1,664,1090
5370,1,0,0,22,38
5370,2,0,0,138,233
5370,1,0,1,33,55
5370,2,0,1,127,190
5371,1,0,0,48,77
5371,2,0,0,341,521
5371,1,0,1,124,179
5371,2,0,1,439,622
5372,1,0,0,22,40
5372,2,0,0,144,257
5372,1,0,1,62,95
5372,2,0,1,181,274
5373,1,0,0,8,14
5373,2,0,0,158,314
5373,1,0,1,48,103
5373,2,0,1,213,364
5374,1,0,0,12,20
5374,2,0,0,61,224
5374,1,0,1,21,54
5374,2,0,1,122,283
5375,1,0,0,39,78
5375,2,0,0,162,370
5375,1,0,1,78,145
5375,2,0,1,218,399
5376,1,0,0,31,33
5376,2,0,0,139,164
5376,1,0,1,44,49
5376,2,0,1,183,215
5377,1,0,0,10,15
5377,2,0,0,33,73
5377,1,0,1,15,36
5377,2,0,1,38,91
5378,1,0,0,35,61
5378,2,0,0,155,277
5378,1,0,1,58,91
5378,2,0,1,150,272
5379,1,0,0,10,30
5379,2,0,0,103,257
5379,1,0,1,38,86
5379,2,0,1,125,287
5380,1,0,0,26,55
5380,2,0,0,180,345
5380,1,0,1,63,104
5380,2,0,1,179,338
5381,1,0,0,10,11
5381,2,0,0,36,52
5381,1,0,1,16,21
5381,2,0,1,35,59
5382,1,0,0,119,196
5382,2,0,0,379,727
5382,1,0,1,200,336
5382,2,0,1,401,721
5383,1,0,0,10,18
5383,2,0,0,37,80
5383,1,0,1,12,26
5383,2,0,1,43,89
5384,1,0,0,15,25
5384,2,0,0,72,143
5384,1,0,1,24,54
5384,2,0,1,83,163
5385,1,0,0,29,45
5385,2,0,0,71,130
5385,1,0,1,55,79
5385,2,0,1,112,161
5386,1,0,0,126,241
5386,2,0,0,590,1203
5386,1,0,1,220,425
5386,2,0,1,521,1027
5387,1,0,0,77,153
5387,2,0,0,334,647
5387,1,0,1,172,328
5387,2,0,1,371,670
5388,1,0,0,5,8
5388,2,0,0,19,44
5388,1,0,1,8,14
5388,2,0,1,18,40
5389,1,0,0,44,81
5389,2,0,0,240,457
5389,1,0,1,76,164
5389,2,0,1,261,493
5390,1,0,0,91,188
5390,2,0,0,207,493
5390,1,0,1,140,315
5390,2,0,1,182,406
5391,1,0,0,87,147
5391,2,0,0,476,808
5391,1,0,1,131,232
5391,2,0,1,430,748
5392,1,0,0,16,30
5392,2,0,0,91,212
5392,1,0,1,39,79
5392,2,0,1,86,201
5393,1,0,0,2,15
5393,2,0,0,27,82
5393,1,0,1,8,26
5393,2,0,1,34,76
5394,1,0,0,10,26
5394,2,0,0,51,123
5394,1,0,1,20,43
5394,2,0,1,66,120
5395,1,0,0,97,306
5395,2,0,0,438,1603
5395,1,0,1,168,508
5395,2,0,1,533,1424
5396,1,0,0,33,51
5396,2,0,0,171,282
5396,1,0,1,44,83
5396,2,0,1,171,306
5397,1,0,0,26,50
5397,2,0,0,59,112
5397,1,0,1,27,50
5397,2,0,1,52,90
5398,1,0,0,26,47
5398,2,0,0,117,193
5398,1,0,1,53,81
5398,2,0,1,98,167
5399,1,0,0,10,24
5399,2,0,0,34,73
5399,1,0,1,10,26
5399,2,0,1,31,71
5400,1,0,0,137,261
5400,2,0,0,586,1204
5400,1,0,1,241,485
5400,2,0,1,554,1129
5401,1,0,0,148,340
5401,2,0,0,798,1974
5401,1,0,1,309,625
5401,2,0,1,959,2119
5402,1,0,0,17,32
5402,2,0,0,215,500
5402,1,0,1,46,102
5402,2,0,1,349,747
5403,1,0,0,97,197
5403,2,0,0,347,835
5403,1,0,1,111,258
5403,2,0,1,274,653
5404,1,0,0,3,10
5404,2,0,0,18,48
5404,1,0,1,8,15
5404,2,0,1,24,59
5405,1,0,0,12,24
5405,2,0,0,45,105
5405,1,0,1,10,24
5405,2,0,1,42,97
5406,1,0,0,24,52
5406,2,0,0,116,227
5406,1,0,1,39,83
5406,2,0,1,162,295
5407,1,0,0,16,23
5407,2,0,0,64,96
5407,1,0,1,26,39
5407,2,0,1,69,96
5408,1,0,0,23,49
5408,2,0,0,126,331
5408,1,0,1,41,90
5408,2,0,1,124,283
5409,1,0,0,12,31
5409,2,0,0,89,192
5409,1,0,1,17,51
5409,2,0,1,111,214
5410,1,0,0,15,40
5410,2,0,0,152,324
5410,1,0,1,44,110
5410,2,0,1,177,394
5411,1,0,0,43,90
5411,2,0,0,220,584
5411,1,0,1,75,171
5411,2,0,1,238,590
5412,1,0,0,58,121
5412,2,0,0,131,402
5412,1,0,1,62,174
5412,2,0,1,106,304
5413,1,0,0,93,207
5413,2,0,0,394,907
5413,1,0,1,161,302
5413,2,0,1,533,1133
5414,1,0,0,17,48
5414,2,0,0,209,492
5414,1,0,1,53,137
5414,2,0,1,244,515
5415,1,0,0,39,91
5415,2,0,0,184,324
5415,1,0,1,64,107
5415,2,0,1,158,308
5416,1,0,0,2,6
5416,2,0,0,45,114
5416,1,0,1,8,25
5416,2,0,1,59,114
5417,1,0,0,151,275
5417,2,0,0,601,1266
5417,1,0,1,264,513
5417,2,0,1,757,1485
5418,1,0,0,2,30
5418,2,0,0,30,103
5418,1,0,1,10,29
5418,2,0,1,21,67
5419,1,0,0,55,127
5419,2,0,0,290,581
5419,1,0,1,128,223
5419,2,0,1,304,586
5420,1,0,0,5,32
5420,2,0,0,178,295
5420,1,0,1,158,285
5420,2,0,1,1280,1957
5421,1,0,0,31,77
5421,2,0,0,270,561
5421,1,0,1,79,142
5421,2,0,1,276,513
5422,1,0,0,40,65
5422,2,0,0,121,230
5422,1,0,1,68,104
5422,2,0,1,117,189
5423,1,0,0,100,282
5423,2,0,0,594,1539
5423,1,0,1,121,359
5423,2,0,1,607,1545
5424,1,0,0,55,68
5424,2,0,0,197,332
5424,1,0,1,56,98
5424,2,0,1,230,364
5425,1,0,0,26,55
5425,2,0,0,204,399
5425,1,0,1,58,123
5425,2,0,1,292,496
5426,1,0,0,28,61
5426,2,0,0,529,966
5426,1,0,1,34,68
5426,2,0,1,213,430
5427,1,0,0,12,28
5427,2,0,0,69,164
5427,1,0,1,15,35
5427,2,0,1,45,113
5428,1,0,0,6,19
5428,2,0,0,54,210
5428,1,0,1,4,23
5428,2,0,1,88,282
5429,1,0,0,23,55
5429,2,0,0,209,482
5429,1,0,1,50,102
5429,2,0,1,232,558
5430,1,0,0,12,25
5430,2,0,0,27,53
5430,1,0,1,27,48
5430,2,0,1,25,46
5431,1,0,0,3,7
5431,2,0,0,59,123
5431,1,0,1,13,30
5431,2,0,1,77,151
5432,1,0,0,19,38
5432,2,0,0,133,255
5432,1,0,1,25,45
5432,2,0,1,134,234
5433,1,0,0,12,20
5433,2,0,0,38,70
5433,1,0,1,13,24
5433,2,0,1,29,62
5434,1,0,0,10,31
5434,2,0,0,24,53
5434,1,0,1,12,22
5434,2,0,1,36,62
5435,1,0,0,31,56
5435,2,0,0,127,258
5435,1,0,1,51,95
5435,2,0,1,120,234
5436,1,0,0,61,135
5436,2,0,0,246,604
5436,1,0,1,113,284
5436,2,0,1,272,579
5437,1,0,0,26,47
5437,2,0,0,138,286
5437,1,0,1,34,87
5437,2,0,1,146,316
5438,1,0,0,245,451
5438,2,0,0,1154,2562
5438,1,0,1,460,845
5438,2,0,1,1041,2063
5439,1,0,0,26,46
5439,2,0,0,228,407
5439,1,0,1,62,104
5439,2,0,1,204,392
5440,1,0,0,17,21
5440,2,0,0,111,182
5440,1,0,1,33,54
5440,2,0,1,130,198
5441,1,0,0,9,18
5441,2,0,0,40,95
5441,1,0,1,22,40
5441,2,0,1,57,105
5442,1,0,0,3,6
5442,2,0,0,32,60
5442,1,0,1,7,18
5442,2,0,1,50,64
5443,1,0,0,41,90
5443,2,0,0,135,340
5443,1,0,1,52,121
5443,2,0,1,128,324
5444,1,0,0,105,168
5444,2,0,0,204,428
5444,1,0,1,130,237
5444,2,0,1,218,472
5445,1,0,0,12,23
5445,2,0,0,81,170
5445,1,0,1,36,63
5445,2,0,1,115,233
5446,1,0,0,10,17
5446,2,0,0,44,98
5446,1,0,1,31,42
5446,2,0,1,30,62
5447,1,0,0,220,413
5447,2,0,0,837,1689
5447,1,0,1,463,879
5447,2,0,1,952,1785
5448,1,0,0,34,71
5448,2,0,0,90,177
5448,1,0,1,59,122
5448,2,0,1,73,135
5449,1,0,0,24,69
5449,2,0,0,243,523
5449,1,0,1,90,185
5449,2,0,1,269,594
5450,1,0,0,188,380
5450,2,0,0,686,1273
5450,1,0,1,253,472
5450,2,0,1,729,1227
5451,1,0,0,19,25
5451,2,0,0,64,126
5451,1,0,1,24,38
5451,2,0,1,62,123
5452,1,0,0,82,137
5452,2,0,0,384,680
5452,1,0,1,150,256
5452,2,0,1,544,830
5453,1,0,0,3,9
5453,2,0,0,7,33
5453,1,0,1,9,21
5453,2,0,1,8,38
5454,1,0,0,13,34
5454,2,0,0,39,95
5454,1,0,1,19,45
5454,2,0,1,43,93
5455,1,0,0,6,11
5455,2,0,0,34,59
5455,1,0,1,8,20
5455,2,0,1,35,85
5456,1,0,0,39,53
5456,2,0,0,133,196
5456,1,0,1,76,105
5456,2,0,1,171,237
5457,1,0,0,17,35
5457,2,0,0,112,282
5457,1,0,1,31,91
5457,2,0,1,108,262
5458,1,0,0,35,87
5458,2,0,0,906,2403
5458,1,0,1,212,441
5458,2,0,1,1107,2677
5459,1,0,0,22,28
5459,2,0,0,383,612
5459,1,0,1,88,146
5459,2,0,1,426,653
5460,1,0,0,19,24
5460,2,0,0,56,86
5460,1,0,1,21,30
5460,2,0,1,41,79
5461,1,0,0,66,130
5461,2,0,0,312,668
5461,1,0,1,118,266
5461,2,0,1,299,609
5462,1,0,0,18,53
5462,2,0,0,177,381
5462,1,0,1,38,101
5462,2,0,1,145,329
5463,1,0,0,1,1
5463,2,0,0,37,59
5463,1,0,1,6,17
5463,2,0,1,60,98
5464,1,0,0,13,19
5464,2,0,0,64,174
5464,1,0,1,14,37
5464,2,0,1,78,180
5465,1,0,0,89,136
5465,2,0,0,297,541
5465,1,0,1,138,216
5465,2,0,1,355,606
5466,1,0,0,28,70
5466,2,0,0,179,355
5466,1,0,1,31,76
5466,2,0,1,142,319
5467,1,0,0,2,2
5467,2,0,0,19,35
5467,1,0,1,9,14
5467,2,0,1,17,29
5468,1,0,0,0,5
5468,2,0,0,31,58
5468,1,0,1,9,12
5468,2,0,1,35,81
5469,1,0,0,66,241
5469,2,0,0,396,1034
5469,1,0,1,148,378
5469,2,0,1,425,1059
5470,1,0,0,9,14
5470,2,0,0,35,51
5470,1,0,1,5,19
5470,2,0,1,39,60
5471,1,0,0,13,35
5471,2,0,0,39,118
5471,1,0,1,17,47
5471,2,0,1,42,111
5472,1,0,0,125,166
5472,2,0,0,549,737
5472,1,0,1,189,257
5472,2,0,1,437,563
5473,1,0,0,16,38
5473,2,0,0,77,203
5473,1,0,1,34,91
5473,2,0,1,75,213
5474,1,0,0,127,211
5474,2,0,0,565,948
5474,1,0,1,259,411
5474,2,0,1,568,930
5475,1,0,0,25,40
5475,2,0,0,508,866
5475,1,0,1,125,216
5475,2,0,1,718,1195
5476,1,0,0,75,182
5476,2,0,0,500,1131
5476,1,0,1,217,397
5476,2,0,1,495,1128
5477,1,0,0,24,69
5477,2,0,0,105,252
5477,1,0,1,28,68
5477,2,0,1,206,520
5478,1,0,0,54,126
5478,2,0,0,528,993
5478,1,0,1,121,254
5478,2,0,1,398,811
5479,1,0,0,4,9
5479,2,0,0,32,76
5479,1,0,1,23,32
5479,2,0,1,36,86
5480,1,0,0,64,141
5480,2,0,0,122,279
5480,1,0,1,79,172
5480,2,0,1,84,176
5481,1,0,0,150,239
5481,2,0,0,452,822
5481,1,0,1,289,446
5481,2,0,1,630,986
5482,1,0,0,117,379
5482,2,0,0,83,676
5482,1,0,1,206,533
5482,2,0,1,83,236
5483,1,0,0,45,74
5483,2,0,0,243,438
5483,1,0,1,87,162
5483,2,0,1,266,482
5484,1,0,0,26,95
5484,2,0,0,188,524
5484,1,0,1,34,108
5484,2,0,1,221,569
5485,1,0,0,61,101
5485,2,0,0,260,587
5485,1,0,1,75,162
5485,2,0,1,305,632
5486,1,0,0,104,197
5486,2,0,0,89,204
5486,1,0,1,123,261
5486,2,0,1,60,149
5487,1,0,0,49,118
5487,2,0,0,198,465
5487,1,0,1,67,171
5487,2,0,1,171,413
5488,1,0,0,15,41
5488,2,0,0,95,229
5488,1,0,1,21,58
5488,2,0,1,70,186
5489,1,0,0,1,7
5489,2,0,0,16,72
5489,1,0,1,4,9
5489,2,0,1,15,46
5490,1,0,0,14,26
5490,2,0,0,81,137
5490,1,0,1,32,55
5490,2,0,1,53,85
5491,1,0,0,16,38
5491,2,0,0,189,582
5491,1,0,1,57,111
5491,2,0,1,295,843
5492,1,0,0,68,146
5492,2,0,0,326,847
5492,1,0,1,111,282
5492,2,0,1,362,971
5493,1,0,0,32,63
5493,2,0,0,152,305
5493,1,0,1,54,112
5493,2,0,1,180,310
5494,1,0,0,5,23
5494,2,0,0,48,105
5494,1,0,1,19,39
5494,2,0,1,34,106
5495,1,0,0,32,58
5495,2,0,0,235,458
5495,1,0,1,59,110
5495,2,0,1,309,566
5496,1,0,0,135,337
5496,2,0,0,485,1004
5496,1,0,1,384,761
5496,2,0,1,458,862
5497,1,0,0,55,89
5497,2,0,0,230,421
5497,1,0,1,79,135
5497,2,0,1,201,362
5498,1,0,0,26,46
5498,2,0,0,106,197
5498,1,0,1,38,60
5498,2,0,1,104,194
5499,1,0,0,19,36
5499,2,0,0,80,181
5499,1,0,1,43,87
5499,2,0,1,74,138
5500,1,0,0,23,33
5500,2,0,0,26,60
5500,1,0,1,28,44
5500,2,0,1,23,45
5501,1,0,0,51,101
5501,2,0,0,233,427
5501,1,0,1,84,179
5501,2,0,1,147,293
5502,1,0,0,30,72
5502,2,0,0,391,802
5502,1,0,1,35,71
5502,2,0,1,99,222
5503,1,0,0,17,30
5503,2,0,0,79,178
5503,1,0,1,13,27
5503,2,0,1,52,124
5504,1,0,0,33,82
5504,2,0,0,130,302
5504,1,0,1,38,80
5504,2,0,1,116,240
5505,1,0,0,25,41
5505,2,0,0,68,170
5505,1,0,1,45,90
5505,2,0,1,60,186
5506,1,0,0,12,24
5506,2,0,0,53,105
5506,1,0,1,39,70
5506,2,0,1,50,81
5507,1,0,0,56,101
5507,2,0,0,136,294
5507,1,0,1,47,94
5507,2,0,1,127,275
5508,1,0,0,23,40
5508,2,0,0,31,68
5508,1,0,1,9,26
5508,2,0,1,51,102
5509,1,0,0,62,95
5509,2,0,0,314,485
5509,1,0,1,117,184
5509,2,0,1,335,490
5510,1,0,0,5,8
5510,2,0,0,15,51
5510,1,0,1,18,33
5510,2,0,1,30,58
5511,1,0,0,7,17
5511,2,0,0,27,90
5511,1,0,1,10,37
5511,2,0,1,25,81
5512,1,0,0,45,90
5512,2,0,0,286,560
5512,1,0,1,96,176
5512,2,0,1,321,629
5513,1,0,0,11,33
5513,2,0,0,41,175
5513,1,0,1,38,81
5513,2,0,1,38,131
5514,1,0,0,8,16
5514,2,0,0,55,128
5514,1,0,1,32,56
5514,2,0,1,67,123
5515,1,0,0,7,9
5515,2,0,0,29,50
5515,1,0,1,12,16
5515,2,0,1,30,48
