Gene,Rep,Temp.hot,N.Correct,N.total,N.is.SD,N.is.SC
1012,2,1,300,310,0,1
1013,1,1,112,113,1,0
1013,2,1,164,164,1,0
1013,1,1,210,211,0,1
1013,2,1,197,197,0,1
1014,1,1,210,211,1,0
1014,2,1,254,254,1,0
1014,1,1,285,286,0,1
1014,2,1,284,285,0,1
1015,1,1,62,62,1,0
1015,2,1,62,64,1,0
1015,1,1,119,125,0,1
1015,2,1,116,119,0,1
1016,1,1,103,105,1,0
1016,2,1,131,132,1,0
1016,1,1,202,218,0,1
1016,2,1,205,225,0,1
1017,1,1,275,279,1,0
1017,2,1,200,202,1,0
1017,1,1,372,385,0,1
1017,2,1,349,356,0,1
1018,1,1,513,513,1,0
1018,2,1,790,793,1,0
1018,1,1,1159,1186,0,1
1018,2,1,1070,1095,0,1
1019,1,1,196,196,1,0
1019,2,1,249,249,1,0
1019,1,1,271,323,0,1
1019,2,1,323,373,0,1
1020,1,1,1924,1931,1,0
1020,2,1,1905,1906,1,0
1020,1,1,1196,1207,0,1
1020,2,1,1795,1820,0,1
1021,1,1,135,135,1,0
1021,2,1,165,165,1,0
1021,1,1,270,270,0,1
1021,2,1,200,200,0,1
1022,1,1,115,116,1,0
1022,2,1,61,61,1,0
1022,1,1,92,101,0,1
1022,2,1,77,92,0,1
1023,1,1,19,19,1,0
1023,2,1,52,53,1,0
1023,1,1,114,114,0,1
1023,2,1,98,98,0,1
1024,1,1,1276,1276,1,0
1024,2,1,1365,1368,1,0
1024,1,1,1634,1699,0,1
1024,2,1,1452,1479,0,1
1025,1,1,1398,1400,1,0
1025,2,1,1409,1409,1,0
1025,1,1,1259,1309,0,1
1025,2,1,1191,1246,0,1
1026,1,1,456,463,1,0
1026,2,1,536,540,1,0
1026,1,1,717,729,0,1
1026,2,1,755,772,0,1
1027,1,1,433,462,1,0
1027,2,1,466,481,1,0
1027,1,1,415,570,0,1
1027,2,1,432,548,0,1
1028,1,1,21,22,1,0
1028,2,1,30,30,1,0
1028,1,1,16,16,0,1
1028,2,1,25,25,0,1
1029,1,1,196,199,1,0
1029,2,1,201,201,1,0
1029,1,1,282,318,0,1
1029,2,1,253,273,0,1
1030,1,1,707,707,1,0
1030,2,1,959,959,1,0
1030,1,1,1231,1329,0,1
1030,2,1,1202,1301,0,1
1031,1,1,201,201,1,0
1031,2,1,304,304,1,0
1031,1,1,288,298,0,1
1031,2,1,308,312,0,1
1032,1,1,15,15,1,0
1032,2,1,19,19,1,0
1032,1,1,25,25,0,1
1032,2,1,37,41,0,1
1033,1,1,107,107,1,0
1033,2,1,165,166,1,0
1033,1,1,166,194,0,1
1033,2,1,194,214,0,1
1034,1,1,172,173,1,0
1034,2,1,224,225,1,0
1034,1,1,292,292,0,1
1034,2,1,329,333,0,1
1035,1,1,320,324,1,0
1035,2,1,406,406,1,0
1035,1,1,313,330,0,1
1035,2,1,305,321,0,1
1036,1,1,365,365,1,0
1036,2,1,301,302,1,0
1036,1,1,543,582,0,1
1036,2,1,548,589,0,1
1037,1,1,129,129,1,0
1037,2,1,241,242,1,0
1037,1,1,241,268,0,1
1037,2,1,249,274,0,1
1038,1,1,94,95,1,0
1038,2,1,122,123,1,0
1038,1,1,105,105,0,1
1038,2,1,117,117,0,1
1039,1,1,726,800,1,0
1039,2,1,657,722,1,0
1039,1,1,572,674,0,1
1039,2,1,654,779,0,1
1040,1,1,1211,1229,1,0
1040,2,1,1014,1031,1,0
1040,1,1,655,673,0,1
1040,2,1,596,601,0,1
1041,1,1,189,190,1,0
1041,2,1,135,141,1,0
1041,1,1,241,242,0,1
1041,2,1,288,293,0,1
1042,1,1,14,14,1,0
1042,2,1,16,16,1,0
1042,1,1,44,44,0,1
1042,2,1,39,40,0,1
1043,1,1,376,376,1,0
1043,2,1,367,367,1,0
1043,1,1,398,416,0,1
1043,2,1,287,296,0,1
1044,1,1,23,23,1,0
1044,2,1,38,38,1,0
1044,1,1,153,156,0,1
1044,2,1,140,145,0,1
1045,1,1,297,357,1,0
1045,2,1,375,429,1,0
1045,1,1,326,336,0,1
1045,2,1,357,362,0,1
1046,1,1,2471,2479,1,0
1046,2,1,4532,4536,1,0
1046,1,1,4476,4478,0,1
1046,2,1,1984,1995,0,1
1047,1,1,172,172,1,0
1047,2,1,153,155,1,0
1047,1,1,197,199,0,1
1047,2,1,171,176,0,1
1048,1,1,213,214,1,0
1048,2,1,157,158,1,0
1048,1,1,325,325,0,1
1048,2,1,250,251,0,1
1049,1,1,678,686,1,0
1049,2,1,1028,1041,1,0
1049,1,1,929,978,0,1
1049,2,1,918,966,0,1
1050,1,1,123,123,1,0
1050,2,1,200,200,1,0
1050,1,1,310,313,0,1
1050,2,1,239,246,0,1
1051,1,1,777,787,1,0
1051,2,1,604,623,1,0
1051,1,1,679,744,0,1
1051,2,1,692,796,0,1
1052,1,1,51,51,1,0
1052,2,1,46,46,1,0
1052,1,1,56,56,0,1
1052,2,1,60,61,0,1
1053,1,1,18,18,1,0
1053,2,1,13,13,1,0
1053,1,1,28,28,0,1
1053,2,1,27,27,0,1
1054,1,1,213,213,1,0
1054,2,1,178,180,1,0
1054,1,1,396,397,0,1
1054,2,1,186,186,0,1
1055,1,1,139,142,1,0
1055,2,1,135,136,1,0
1055,1,1,334,338,0,1
1055,2,1,236,238,0,1
1056,1,1,75,75,1,0
1056,2,1,63,63,1,0
1056,1,1,103,123,0,1
1056,2,1,74,83,0,1
1057,1,1,219,219,1,0
1057,2,1,256,256,1,0
1057,1,1,102,102,0,1
1057,2,1,174,175,0,1
1058,1,1,733,735,1,0
1058,2,1,1185,1190,1,0
1058,1,1,1081,1092,0,1
1058,2,1,890,903,0,1
1059,1,1,196,199,1,0
1059,2,1,187,188,1,0
1059,1,1,197,199,0,1
1059,2,1,231,232,0,1
1060,1,1,1297,1350,1,0
1060,2,1,1040,1073,1,0
1060,1,1,1604,1621,0,1
1060,2,1,1556,1567,0,1
1061,1,1,93,94,1,0
1061,2,1,155,155,1,0
1061,1,1,71,73,0,1
1061,2,1,74,77,0,1
1062,1,1,3352,3364,1,0
1062,2,1,4099,4109,1,0
1062,1,1,5002,5689,0,1
1062,2,1,5104,5914,0,1
1063,1,1,316,317,1,0
1063,2,1,291,292,1,0
1063,1,1,286,298,0,1
1063,2,1,324,345,0,1
1064,1,1,282,283,1,0
1064,2,1,399,400,1,0
1064,1,1,663,670,0,1
1064,2,1,568,575,0,1
1065,1,1,192,193,1,0
1065,2,1,191,191,1,0
1065,1,1,300,302,0,1
1065,2,1,296,308,0,1
1066,1,1,301,302,1,0
1066,2,1,278,278,1,0
1066,1,1,444,444,0,1
1066,2,1,405,405,0,1
1067,1,1,65,77,1,0
1067,2,1,50,50,1,0
1067,1,1,143,144,0,1
1067,2,1,94,94,0,1
1068,1,1,90,90,1,0
1068,2,1,69,70,1,0
1068,1,1,76,76,0,1
1068,2,1,96,96,0,1
1069,1,1,1162,1230,1,0
1069,2,1,1200,1277,1,0
1069,1,1,1269,1276,0,1
1069,2,1,1280,1289,0,1
1070,1,1,478,479,1,0
1070,2,1,468,470,1,0
1070,1,1,677,696,0,1
1070,2,1,672,696,0,1
1071,1,1,37,39,1,0
1071,2,1,45,46,1,0
1071,1,1,38,43,0,1
1071,2,1,23,25,0,1
1072,1,1,16,16,1,0
1072,2,1,21,21,1,0
1072,1,1,25,25,0,1
1072,2,1,14,14,0,1
1073,1,1,232,235,1,0
1073,2,1,277,279,1,0
1073,1,1,351,351,0,1
1073,2,1,367,370,0,1
1074,1,1,384,385,1,0
1074,2,1,522,523,1,0
1074,1,1,682,689,0,1
1074,2,1,600,605,0,1
1075,1,1,3676,5771,1,0
1075,2,1,3016,4660,1,0
1075,1,1,6188,6449,0,1
1075,2,1,6963,7170,0,1
1076,1,1,181,181,1,0
1076,2,1,188,189,1,0
1076,1,1,160,161,0,1
1076,2,1,149,153,0,1
1077,1,1,290,291,1,0
1077,2,1,330,330,1,0
1077,1,1,386,419,0,1
1077,2,1,450,479,0,1
1078,1,1,52,53,1,0
1078,2,1,84,84,1,0
1078,1,1,39,41,0,1
1078,2,1,24,25,0,1
1079,1,1,290,292,1,0
1079,2,1,437,439,1,0
1079,1,1,387,391,0,1
1079,2,1,395,397,0,1
1080,1,1,58,58,1,0
1080,2,1,36,36,1,0
1080,1,1,51,51,0,1
1080,2,1,26,27,0,1
1081,1,1,219,221,1,0
1081,2,1,342,343,1,0
1081,1,1,426,451,0,1
1081,2,1,419,442,0,1
1082,1,1,150,150,1,0
1082,2,1,225,225,1,0
1082,1,1,268,277,0,1
1082,2,1,280,285,0,1
1083,1,1,30,30,1,0
1083,2,1,169,169,1,0
1083,1,1,237,241,0,1
1083,2,1,69,69,0,1
1084,1,1,184,184,1,0
1084,2,1,181,181,1,0
1084,1,1,308,321,0,1
1084,2,1,256,267,0,1
1085,1,1,473,476,1,0
1085,2,1,632,632,1,0
1085,1,1,620,631,0,1
1085,2,1,683,685,0,1
1086,1,1,115,115,1,0
1086,2,1,202,207,1,0
1086,1,1,195,219,0,1
1086,2,1,168,189,0,1
1087,1,1,734,752,1,0
1087,2,1,854,887,1,0
1087,1,1,697,758,0,1
1087,2,1,703,762,0,1
1088,1,1,751,754,1,0
1088,2,1,595,597,1,0
1088,1,1,966,977,0,1
1088,2,1,1335,1345,0,1
1089,1,1,433,446,1,0
1089,2,1,525,536,1,0
1089,1,1,203,203,0,1
1089,2,1,399,399,0,1
1090,1,1,251,256,1,0
1090,2,1,286,292,1,0
1090,1,1,321,337,0,1
1090,2,1,298,317,0,1
1091,1,1,249,260,1,0
1091,2,1,522,536,1,0
1091,1,1,555,569,0,1
1091,2,1,663,683,0,1
1092,1,1,569,570,1,0
1092,2,1,708,709,1,0
1092,1,1,962,985,0,1
1092,2,1,957,993,0,1
1093,1,1,183,183,1,0
1093,2,1,137,137,1,0
1093,1,1,30,30,0,1
1093,2,1,74,74,0,1
1094,1,1,250,262,1,0
1094,2,1,548,563,1,0
1094,1,1,616,619,0,1
1094,2,1,475,477,0,1
1095,1,1,184,201,1,0
1095,2,1,998,1130,1,0
1095,1,1,1445,1474,0,1
1095,2,1,343,350,0,1
1096,1,1,62,62,1,0
1096,2,1,57,57,1,0
1096,1,1,75,76,0,1
1096,2,1,91,91,0,1
1097,1,1,307,324,1,0
1097,2,1,236,261,1,0
1097,1,1,243,246,0,1
1097,2,1,282,290,0,1
1098,1,1,179,180,1,0
1098,2,1,200,202,1,0
1098,1,1,425,448,0,1
1098,2,1,363,369,0,1
1099,1,1,71,71,1,0
1099,2,1,77,77,1,0
1099,1,1,56,62,0,1
1099,2,1,108,112,0,1
1100,1,1,153,155,1,0
1100,2,1,314,319,1,0
1100,1,1,428,469,0,1
1100,2,1,407,455,0,1
1101,1,1,90,90,1,0
1101,2,1,93,93,1,0
1101,1,1,110,122,0,1
1101,2,1,88,107,0,1
1102,1,1,60,60,1,0
1102,2,1,67,67,1,0
1102,1,1,130,147,0,1
1102,2,1,48,50,0,1
1103,1,1,180,182,1,0
1103,2,1,236,237,1,0
1103,1,1,276,285,0,1
1103,2,1,277,288,0,1
1104,1,1,837,838,1,0
1104,2,1,955,956,1,0
1104,1,1,866,868,0,1
1104,2,1,828,829,0,1
1105,1,1,1076,1079,1,0
1105,2,1,927,930,1,0
1105,1,1,513,514,0,1
1105,2,1,814,816,0,1
1106,1,1,32,33,1,0
1106,2,1,53,53,1,0
1106,1,1,59,60,0,1
1106,2,1,41,43,0,1
1107,1,1,480,480,1,0
1107,2,1,198,198,1,0
1107,1,1,102,170,0,1
1107,2,1,98,156,0,1
1108,1,1,562,585,1,0
1108,2,1,687,724,1,0
1108,1,1,1144,1166,0,1
1108,2,1,1046,1071,0,1
1109,1,1,63,68,1,0
1109,2,1,105,106,1,0
1109,1,1,143,143,0,1
1109,2,1,123,123,0,1
1110,1,1,314,315,1,0
1110,2,1,335,335,1,0
1110,1,1,312,361,0,1
1110,2,1,388,422,0,1
1111,1,1,198,207,1,0
1111,2,1,224,227,1,0
1111,1,1,286,288,0,1
1111,2,1,307,307,0,1
1112,1,1,23194,23391,1,0
1112,2,1,22459,22567,1,0
1112,1,1,4111,5174,0,1
1112,2,1,6639,8256,0,1
1113,1,1,277,278,1,0
1113,2,1,222,222,1,0
1113,1,1,209,209,0,1
1113,2,1,184,184,0,1
1114,1,1,456,456,1,0
1114,2,1,459,459,1,0
1114,1,1,335,400,0,1
1114,2,1,293,346,0,1
1115,1,1,394,397,1,0
1115,2,1,534,545,1,0
1115,1,1,622,629,0,1
1115,2,1,1417,1431,0,1
1116,1,1,2163,2605,1,0
1116,2,1,2720,3199,1,0
1116,1,1,1464,1486,0,1
1116,2,1,2408,2460,0,1
1117,1,1,1011,1025,1,0
1117,2,1,988,1003,1,0
1117,1,1,983,1046,0,1
1117,2,1,947,1024,0,1
1118,1,1,43,43,1,0
1118,2,1,95,96,1,0
1118,1,1,153,153,0,1
1118,2,1,126,127,0,1
1119,1,1,1573,1575,1,0
1119,2,1,1424,1425,1,0
1119,1,1,1341,1341,0,1
1119,2,1,1268,1270,0,1
1120,1,1,487,489,1,0
1120,2,1,592,593,1,0
1120,1,1,696,707,0,1
1120,2,1,767,780,0,1
1121,1,1,60,62,1,0
1121,2,1,115,115,1,0
1121,1,1,128,130,0,1
1121,2,1,168,170,0,1
1122,1,1,5373,5375,1,0
1122,2,1,3983,3994,1,0
1122,1,1,6822,7217,0,1
1122,2,1,6151,6504,0,1
1123,1,1,107,107,1,0
1123,2,1,125,125,1,0
1123,1,1,137,143,0,1
1123,2,1,127,131,0,1
1124,1,1,167,167,1,0
1124,2,1,240,240,1,0
1124,1,1,81,88,0,1
1124,2,1,61,69,0,1
1125,1,1,1327,1330,1,0
1125,2,1,1183,1188,1,0
1125,1,1,564,568,0,1
1125,2,1,556,562,0,1
1126,1,1,752,759,1,0
1126,2,1,763,766,1,0
1126,1,1,1035,1035,0,1
1126,2,1,1012,1014,0,1
1127,1,1,81,81,1,0
1127,2,1,218,218,1,0
1127,1,1,261,269,0,1
1127,2,1,239,244,0,1
1128,1,1,693,697,1,0
1128,2,1,773,780,1,0
1128,1,1,497,540,0,1
1128,2,1,606,681,0,1
1129,1,1,74,75,1,0
1129,2,1,85,91,1,0
1129,1,1,98,99,0,1
1129,2,1,76,77,0,1
1130,1,1,38,39,1,0
1130,2,1,117,124,1,0
1130,1,1,180,198,0,1
1130,2,1,202,216,0,1
1131,1,1,54,55,1,0
1131,2,1,112,115,1,0
1131,1,1,120,125,0,1
1131,2,1,96,100,0,1
1132,1,1,943,956,1,0
1132,2,1,612,624,1,0
1132,1,1,1145,1163,0,1
1132,2,1,2291,2338,0,1
1133,1,1,59,59,1,0
1133,2,1,86,86,1,0
1133,1,1,62,73,0,1
1133,2,1,58,71,0,1
1134,1,1,509,510,1,0
1134,2,1,388,388,1,0
1134,1,1,202,216,0,1
1134,2,1,147,163,0,1
1135,1,1,3357,3395,1,0
1135,2,1,2921,2972,1,0
1135,1,1,4746,4755,0,1
1135,2,1,3806,3812,0,1
1136,1,1,269,276,1,0
1136,2,1,427,433,1,0
1136,1,1,583,614,0,1
1136,2,1,552,591,0,1
1137,1,1,106,106,1,0
1137,2,1,140,140,1,0
1137,1,1,136,137,0,1
1137,2,1,153,154,0,1
1138,1,1,126,128,1,0
1138,2,1,212,220,1,0
1138,1,1,155,160,0,1
1138,2,1,75,75,0,1
1139,1,1,52,52,1,0
1139,2,1,28,28,1,0
1139,1,1,108,109,0,1
1139,2,1,227,228,0,1
1140,1,1,255,258,1,0
1140,2,1,247,249,1,0
1140,1,1,188,231,0,1
1140,2,1,155,189,0,1
1141,1,1,350,352,1,0
1141,2,1,515,527,1,0
1141,1,1,1046,1077,0,1
1141,2,1,993,1024,0,1
1142,1,1,48,54,1,0
1142,2,1,60,67,1,0
1142,1,1,97,97,0,1
1142,2,1,90,90,0,1
1143,1,1,1469,1474,1,0
1143,2,1,1313,1313,1,0
1143,1,1,219,244,0,1
1143,2,1,471,513,0,1
1144,1,1,69,70,1,0
1144,2,1,107,116,1,0
1144,1,1,196,196,0,1
1144,2,1,200,200,0,1
1145,1,1,252,252,1,0
1145,2,1,203,203,1,0
1145,1,1,156,167,0,1
1145,2,1,203,215,0,1
1146,1,1,56,61,1,0
1146,2,1,54,55,1,0
1146,1,1,43,47,0,1
1146,2,1,27,30,0,1
1147,1,1,41,45,1,0
1147,2,1,42,45,1,0
1147,1,1,62,62,0,1
1147,2,1,64,64,0,1
1148,1,1,447,456,1,0
1148,2,1,296,309,1,0
1148,1,1,392,403,0,1
1148,2,1,328,338,0,1
1149,1,1,1614,1618,1,0
1149,2,1,1609,1613,1,0
1149,1,1,1701,1747,0,1
1149,2,1,1781,1861,0,1
1150,1,1,20,20,1,0
1150,2,1,38,38,1,0
1150,1,1,50,51,0,1
1150,2,1,16,18,0,1
1151,1,1,80,80,1,0
1151,2,1,37,37,1,0
1151,1,1,94,98,0,1
1151,2,1,35,36,0,1
1152,1,1,2852,2895,1,0
1152,2,1,3637,3667,1,0
1152,1,1,4055,4160,0,1
1152,2,1,4146,4301,0,1
1153,1,1,282,305,1,0
1153,2,1,403,420,1,0
1153,1,1,385,423,0,1
1153,2,1,325,353,0,1
1154,1,1,98,98,1,0
1154,2,1,139,139,1,0
1154,1,1,140,152,0,1
1154,2,1,154,171,0,1
1155,1,1,261,261,1,0
1155,2,1,259,259,1,0
1155,1,1,205,220,0,1
1155,2,1,193,203,0,1
1156,1,1,1155,1195,1,0
1156,2,1,1004,1079,1,0
1156,1,1,983,984,0,1
1156,2,1,1103,1103,0,1
1157,1,1,349,351,1,0
1157,2,1,409,411,1,0
1157,1,1,282,310,0,1
1157,2,1,295,317,0,1
1158,1,1,67,67,1,0
1158,2,1,71,71,1,0
1158,1,1,127,130,0,1
1158,2,1,122,128,0,1
1159,1,1,544,545,1,0
1159,2,1,608,610,1,0
1159,1,1,630,632,0,1
1159,2,1,809,815,0,1
1160,1,1,24,27,1,0
1160,2,1,22,22,1,0
1160,1,1,123,123,0,1
1160,2,1,113,114,0,1
1161,1,1,27,29,1,0
1161,2,1,23,24,1,0
1161,1,1,23,23,0,1
1161,2,1,30,32,0,1
1162,1,1,193,228,1,0
1162,2,1,329,412,1,0
1162,1,1,391,401,0,1
1162,2,1,414,422,0,1
1163,1,1,742,748,1,0
1163,2,1,639,640,1,0
1163,1,1,734,747,0,1
1163,2,1,796,813,0,1
1164,1,1,109,109,1,0
1164,2,1,96,96,1,0
1164,1,1,113,114,0,1
1164,2,1,90,90,0,1
1165,1,1,436,445,1,0
1165,2,1,508,516,1,0
1165,1,1,645,648,0,1
1165,2,1,717,720,0,1
1166,1,1,4370,4383,1,0
1166,2,1,5599,5606,1,0
1166,1,1,6498,6959,0,1
1166,2,1,9590,10311,0,1
1167,1,1,1016,1018,1,0
1167,2,1,1054,1055,1,0
1167,1,1,840,1268,0,1
1167,2,1,809,1164,0,1
1168,1,1,186,186,1,0
1168,2,1,302,302,1,0
1168,1,1,550,562,0,1
1168,2,1,537,558,0,1
1169,1,1,376,380,1,0
1169,2,1,530,541,1,0
1169,1,1,560,564,0,1
1169,2,1,549,557,0,1
1170,1,1,16,16,1,0
1170,2,1,18,18,1,0
1170,1,1,13,13,0,1
1170,2,1,18,20,0,1
1171,1,1,60,60,1,0
1171,2,1,212,212,1,0
1171,1,1,53,57,0,1
1171,2,1,58,58,0,1
1172,1,1,356,438,1,0
1172,2,1,417,532,1,0
1172,1,1,287,301,0,1
1172,2,1,325,337,0,1
1173,1,1,1284,1427,1,0
1173,2,1,1951,2130,1,0
1173,1,1,2861,2861,0,1
1173,2,1,2813,2818,0,1
1174,1,1,61,61,1,0
1174,2,1,50,51,1,0
1174,1,1,65,65,0,1
1174,2,1,70,70,0,1
1175,1,1,319,321,1,0
1175,2,1,544,545,1,0
1175,1,1,984,1014,0,1
1175,2,1,998,1026,0,1
1176,1,1,2905,2924,1,0
1176,2,1,2241,2251,1,0
1176,1,1,2893,2937,0,1
1176,2,1,2779,2815,0,1
1177,1,1,146,148,1,0
1177,2,1,77,84,1,0
1177,1,1,20,21,0,1
1177,2,1,24,27,0,1
1178,1,1,885,888,1,0
1178,2,1,1263,1264,1,0
1178,1,1,1224,1316,0,1
1178,2,1,1109,1212,0,1
1179,1,1,79,82,1,0
1179,2,1,39,43,1,0
1179,1,1,64,64,0,1
1179,2,1,108,109,0,1
1180,1,1,468,473,1,0
1180,2,1,584,590,1,0
1180,1,1,618,629,0,1
1180,2,1,651,662,0,1
1181,1,1,20,20,1,0
1181,2,1,12,12,1,0
1181,1,1,16,21,0,1
1181,2,1,10,10,0,1
1182,1,1,106,106,1,0
1182,2,1,151,151,1,0
1182,1,1,180,181,0,1
1182,2,1,173,180,0,1
1183,1,1,176,177,1,0
1183,2,1,128,128,1,0
1183,1,1,101,101,0,1
1183,2,1,127,127,0,1
1184,1,1,275,275,1,0
1184,2,1,417,418,1,0
1184,1,1,466,492,0,1
1184,2,1,449,477,0,1
1185,1,1,82,82,1,0
1185,2,1,181,181,1,0
1185,1,1,317,318,0,1
1185,2,1,306,319,0,1
1186,1,1,419,420,1,0
1186,2,1,506,507,1,0
1186,1,1,547,630,0,1
1186,2,1,627,701,0,1
1187,1,1,3660,3673,1,0
1187,2,1,4589,4601,1,0
1187,1,1,3972,3988,0,1
1187,2,1,5205,5236,0,1
1188,1,1,22,22,1,0
1188,2,1,29,29,1,0
1188,1,1,33,33,0,1
1188,2,1,43,43,0,1
1189,1,1,224,224,1,0
1189,2,1,211,211,1,0
1189,1,1,156,157,0,1
1189,2,1,138,139,0,1
1190,1,1,227,228,1,0
1190,2,1,324,324,1,0
1190,1,1,459,497,0,1
1190,2,1,466,490,0,1
1191,1,1,117,120,1,0
1191,2,1,238,243,1,0
1191,1,1,412,425,0,1
1191,2,1,425,431,0,1
1192,1,1,375,376,1,0
1192,2,1,535,536,1,0
1192,1,1,568,614,0,1
1192,2,1,601,665,0,1
1193,1,1,206,206,1,0
1193,2,1,84,85,1,0
1193,1,1,88,88,0,1
1193,2,1,71,71,0,1
1194,1,1,289,289,1,0
1194,2,1,392,396,1,0
1194,1,1,517,525,0,1
1194,2,1,533,549,0,1
1195,1,1,497,498,1,0
1195,2,1,476,478,1,0
1195,1,1,518,519,0,1
1195,2,1,534,534,0,1
1196,1,1,179,180,1,0
1196,2,1,274,275,1,0
1196,1,1,279,289,0,1
1196,2,1,267,276,0,1
1197,1,1,398,412,1,0
1197,2,1,549,561,1,0
1197,1,1,751,751,0,1
1197,2,1,713,715,0,1
1198,1,1,142,142,1,0
1198,2,1,156,156,1,0
1198,1,1,199,199,0,1
1198,2,1,242,242,0,1
1199,1,1,422,424,1,0
1199,2,1,588,593,1,0
1199,1,1,814,825,0,1
1199,2,1,811,813,0,1
1200,1,1,1387,1388,1,0
1200,2,1,1314,1314,1,0
1200,1,1,1038,1061,0,1
1200,2,1,1685,1725,0,1
1201,1,1,127,127,1,0
1201,2,1,227,227,1,0
1201,1,1,442,450,0,1
1201,2,1,486,499,0,1
1202,1,1,122,123,1,0
1202,2,1,243,243,1,0
1202,1,1,208,213,0,1
1202,2,1,256,260,0,1
1203,1,1,248,248,1,0
1203,2,1,317,318,1,0
1203,1,1,604,614,0,1
1203,2,1,466,478,0,1
1204,1,1,234,236,1,0
1204,2,1,591,592,1,0
1204,1,1,794,833,0,1
1204,2,1,798,833,0,1
1205,1,1,23,23,1,0
1205,2,1,27,28,1,0
1205,1,1,16,16,0,1
1205,2,1,17,18,0,1
1206,1,1,100,101,1,0
1206,2,1,184,184,1,0
1206,1,1,303,304,0,1
1206,2,1,285,285,0,1
1207,1,1,938,964,1,0
1207,2,1,2178,2215,1,0
1207,1,1,3286,3313,0,1
1207,2,1,3513,3532,0,1
1208,1,1,119,148,1,0
1208,2,1,202,226,1,0
1208,1,1,211,255,0,1
1208,2,1,208,232,0,1
1209,1,1,441,442,1,0
1209,2,1,494,496,1,0
1209,1,1,245,245,0,1
1209,2,1,262,262,0,1
1210,1,1,48,48,1,0
1210,2,1,45,45,1,0
1210,1,1,46,47,0,1
1210,2,1,26,26,0,1
1211,1,1,1328,1328,1,0
1211,2,1,1376,1378,1,0
1211,1,1,1469,1649,0,1
1211,2,1,1181,1320,0,1
1212,1,1,1352,1355,1,0
1212,2,1,1548,1548,1,0
1212,1,1,950,974,0,1
1212,2,1,817,832,0,1
1213,1,1,189,190,1,0
1213,2,1,138,138,1,0
1213,1,1,111,123,0,1
1213,2,1,98,103,0,1
1214,1,1,250,251,1,0
1214,2,1,230,230,1,0
1214,1,1,326,340,0,1
1214,2,1,239,256,0,1
1215,1,1,313,315,1,0
1215,2,1,311,312,1,0
1215,1,1,280,283,0,1
1215,2,1,243,251,0,1
1216,1,1,1471,1494,1,0
1216,2,1,1914,1958,1,0
1216,1,1,2734,2762,0,1
1216,2,1,2809,2838,0,1
1217,1,1,37,37,1,0
1217,2,1,46,46,1,0
1217,1,1,83,83,0,1
1217,2,1,96,96,0,1
1218,1,1,513,528,1,0
1218,2,1,644,659,1,0
1218,1,1,706,718,0,1
1218,2,1,716,736,0,1
1219,1,1,25,25,1,0
1219,2,1,24,24,1,0
1219,1,1,22,25,0,1
1219,2,1,21,23,0,1
1220,1,1,69,70,1,0
1220,2,1,76,78,1,0
1220,1,1,128,136,0,1
1220,2,1,156,160,0,1
1221,1,1,71,71,1,0
1221,2,1,53,53,1,0
1221,1,1,152,153,0,1
1221,2,1,151,151,0,1
1222,1,1,303,303,1,0
1222,2,1,413,413,1,0
1222,1,1,514,536,0,1
1222,2,1,452,471,0,1
1223,1,1,228,229,1,0
1223,2,1,429,430,1,0
1223,1,1,813,822,0,1
1223,2,1,816,820,0,1
1224,1,1,279,279,1,0
1224,2,1,298,299,1,0
1224,1,1,439,453,0,1
1224,2,1,446,458,0,1
1225,1,1,627,633,1,0
1225,2,1,1097,1107,1,0
1225,1,1,773,791,0,1
1225,2,1,962,969,0,1
1226,1,1,401,412,1,0
1226,2,1,577,591,1,0
1226,1,1,512,539,0,1
1226,2,1,429,444,0,1
1227,1,1,101,104,1,0
1227,2,1,57,57,1,0
1227,1,1,120,131,0,1
1227,2,1,97,109,0,1
1228,1,1,155,155,1,0
1228,2,1,136,136,1,0
1228,1,1,103,103,0,1
1228,2,1,102,103,0,1
1229,1,1,104,104,1,0
1229,2,1,81,81,1,0
1229,1,1,92,95,0,1
1229,2,1,104,110,0,1
1230,1,1,197,197,1,0
1230,2,1,166,166,1,0
1230,1,1,369,397,0,1
1230,2,1,397,435,0,1
1231,1,1,876,876,1,0
1231,2,1,1051,1052,1,0
1231,1,1,996,1010,0,1
1231,2,1,918,936,0,1
1232,1,1,251,252,1,0
1232,2,1,336,336,1,0
1232,1,1,474,474,0,1
1232,2,1,448,449,0,1
1233,1,1,98,98,1,0
1233,2,1,74,76,1,0
1233,1,1,119,121,0,1
1233,2,1,79,79,0,1
1234,1,1,296,296,1,0
1234,2,1,396,397,1,0
1234,1,1,228,228,0,1
1234,2,1,271,276,0,1
1235,1,1,57,57,1,0
1235,2,1,108,111,1,0
1235,1,1,70,79,0,1
1235,2,1,77,79,0,1
1236,1,1,186,186,1,0
1236,2,1,172,172,1,0
1236,1,1,161,163,0,1
1236,2,1,100,102,0,1
1237,1,1,52,52,1,0
1237,2,1,48,48,1,0
1237,1,1,48,62,0,1
1237,2,1,24,29,0,1
1238,1,1,1362,1374,1,0
1238,2,1,1853,1877,1,0
1238,1,1,1874,2111,0,1
1238,2,1,1900,2150,0,1
1239,1,1,161,161,1,0
1239,2,1,229,229,1,0
1239,1,1,267,267,0,1
1239,2,1,184,185,0,1
1240,1,1,91,92,1,0
1240,2,1,103,103,1,0
1240,1,1,92,109,0,1
