Name,SCfxSDm_20_2015,SCfxSDm_20_2016,SCfxSDm_35_2015,SCfxSDm_35_2016,SDfxSCm_20_2015,SDfxSCm_20_2016,SDfxSCm_35_2015,SDfxSCm_35_2016,SD_20_2015,SD_20_2016,SD_35_2015,SD_35_2016,SCN_20_2015,SCN_20_2016,SCN_35_2015,SCN_35_2016
SD_As4_Contig23542,11,56,20,76,25,53,17,42,29,85,50,57,41,66,54,32
SD_As4_Contig44178,0,1,2,3,0,1,3,4,0,0,0,5,1,0,0,0
SD_As4_Contig17201,89,624,229,853,239,590,282,470,142,481,252,385,671,461,577,521
SD_As4_Contig42327,3,3,13,16,2,1,5,0,3,1,6,4,0,0,0,1
SD_As4_Contig24362,0,2,9,11,1,2,9,7,2,3,3,3,5,1,2,5
SD_As4_Contig21275,8,3,20,23,8,1,11,1,3,2,14,4,0,15,1,1
SD_As4_Contig481,4,7,1,8,0,10,3,7,3,10,22,7,0,0,0,0
SD_As4_Contig13103,186,757,413,1170,269,830,477,518,220,550,422,492,987,644,843,854
SD_As4_Contig806cap,114,419,175,594,194,420,195,232,246,634,283,286,416,350,240,228
SD_As4_Contig4411,220,756,3241,3997,377,600,2872,3249,575,1149,4763,2962,554,783,1743,1338
SD_As4_Contig34180,0,0,0,0,1,0,3,0,1,1,0,0,1,1,1,0
SD_As4_Contig34181,0,0,1,1,0,1,0,0,0,0,0,2,1,1,1,1
SD_As4_Contig11677,5,17,9,26,3,22,6,10,10,9,24,12,9,2,9,8
SD_As4_Contig25770,0,1,0,1,0,0,0,0,0,1,0,0,1,1,3,0
SD_As4_Contig32530,21,102,55,157,44,102,53,73,36,111,84,71,77,103,55,55
SD_As4_Contig1649cap,9,36,262,298,16,36,209,107,47,52,344,223,35,32,96,74
SD_As4_Contig15369,0,4,1,5,1,6,2,2,3,2,5,5,6,9,2,4
SD_As4_Contig13949,0,1,2,3,0,2,0,1,1,1,0,2,2,2,3,4
SD_As4_Contig31970,3,5,0,5,3,11,3,4,6,10,2,3,4,2,2,3
SD_As4_Contig41311,0,12,5,17,1,12,9,4,2,4,1,5,10,4,9,7
SD_As4_Contig11668,0,6,1,7,1,6,0,0,0,0,0,0,2,5,2,0
SD_As4_Contig212cap,689,3181,2302,5483,1385,3289,2541,2221,1208,2561,2201,2453,3396,2454,3105,3065
SD_As4_Contig38342,1,7,7,14,0,14,0,5,5,10,5,4,6,3,5,6
SD_As4_Contig35077,5,19,3,22,7,31,4,5,6,10,2,6,18,17,15,9
SD_As4_Contig13250,18,174,20,194,39,137,41,56,39,117,28,45,92,54,66,85
SD_As4_Contig11624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SD_As4_Contig12783,3,31,15,46,8,37,10,13,15,35,17,13,36,35,20,33
SD_As4_Contig38003,4,26,4,30,4,15,6,7,10,21,7,14,6,5,3,7
SD_As4_Contig36123,0,0,1,1,0,1,2,0,0,0,1,1,0,0,0,0
SD_As4_Contig34724,129,455,377,832,174,386,337,234,273,495,367,297,368,283,229,301
SD_As4_Contig1408,270,1123,609,1732,562,1416,864,858,304,804,585,736,1465,1057,1398,1327
SD_As4_Contig18826,17,34,35,69,23,21,64,8,11,32,20,16,34,25,39,24
SD_As4_Contig51151,0,0,2,2,0,0,1,0,0,4,6,2,2,0,0,0
SD_As4_Contig23077,21,49,20,69,17,51,23,11,18,45,13,17,24,37,22,20
SD_As4_Contig24043,42,229,115,344,88,235,128,155,113,191,156,137,208,195,166,122
SD_As4_Contig2908cap,0,10,5,15,0,22,4,7,0,2,0,0,4,6,6,1
SD_As4_Contig4844,191,1633,838,2471,478,2286,1069,1482,441,1297,992,1598,2063,1105,2030,2256
SD_As4_Contig1989,50,514,118,632,181,581,193,298,140,434,178,335,543,344,419,414
SD_As4_Contig20166,4,34,1,35,16,30,3,4,9,21,7,5,39,33,25,11
SD_As4_Contig5516,387,1651,838,2489,473,1919,791,954,837,2049,1302,1202,1754,1446,1430,1132
SD_As4_Contig15915,2,14,3,17,2,11,3,6,9,23,9,12,5,8,8,9
SD_As4_Contig13815,13,251,137,388,134,478,155,87,238,580,501,535,147,123,219,267
SD_As4_Contig8592,120,387,229,616,214,353,219,148,174,337,234,171,301,312,157,123
SD_As4_Contig368,232,1589,340,1929,418,1940,509,696,490,1110,553,961,1464,998,1463,1369
SD_As4_Contig8159,642,2670,1640,4310,1105,2666,1666,1533,1256,2067,2019,1856,2920,2322,2078,2076
SD_As4_Contig32148,1,6,3,9,5,4,5,8,5,10,7,1,7,6,9,8
SD_As4_Contig51688,1,3,0,3,1,4,0,1,2,1,0,1,0,1,1,0
SD_As4_Contig3337cap,13,26,19,45,6,35,11,16,14,47,11,21,17,24,21,5
SD_As4_Contig31524,1,15,6,21,8,21,3,6,7,15,4,7,8,9,9,4
SD_As4_Contig29292,7,38,12,50,8,27,13,22,24,31,13,13,45,39,30,50
SD_As4_Contig110602,0,5,1,6,1,6,0,1,1,1,0,0,4,8,1,2
SD_As4_Contig6595,217,1293,466,1759,439,1456,694,767,391,1161,496,780,1517,1247,1529,1268
SD_As4_Contig1843cap,23,111,37,148,36,114,50,47,36,67,28,35,144,45,136,149
SD_As4_Contig38408,3,10,8,18,1,11,5,7,6,6,8,13,13,15,3,11
SD_As4_Contig21165,13,107,13,120,29,63,10,16,28,64,10,11,61,69,20,23
SD_As4_Contig3114,351,2265,833,3098,711,2781,1072,1307,582,1436,828,1033,2608,1732,2239,2085
SD_As4_Contig50872,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0
SD_As4_Contig14706,5,18,8,26,1,15,12,11,6,6,17,12,6,9,6,8
SD_As4_Contig794,149,750,483,1233,262,724,403,556,292,680,613,535,545,501,417,399
SD_As4_Contig59543,1,3,0,3,1,1,0,0,2,1,0,0,4,4,1,2
SD_As4_Contig18681,153,939,376,1315,265,948,419,627,178,585,391,401,1067,976,930,844
SD_As4_Contig8265,29,96,53,149,29,81,67,52,20,35,29,23,91,82,65,66
SD_As4_Contig175,115,817,310,1127,200,995,410,471,215,642,407,640,766,444,880,841
SD_As4_Contig18956,27,198,67,265,59,252,92,140,49,149,106,143,237,148,219,260
SD_As4_Contig452cap,284,1580,4247,5827,502,1628,4506,3821,577,1603,5058,4586,1518,972,4330,4320
SD_As4_Contig27082,17,91,38,129,34,91,39,64,44,90,62,78,91,45,40,52
SD_As4_Contig31507,0,2,0,2,1,2,0,1,2,4,0,1,1,0,0,0
SD_As4_Contig6886,202,1458,663,2121,480,1479,829,923,499,1342,875,1103,1320,1043,1108,1084
SD_As4_Contig6506,12,43,12,55,14,46,6,7,20,25,9,10,32,7,14,10
SD_As4_Contig13445,204,914,599,1513,387,941,741,679,430,1000,865,1006,613,412,505,475
SD_As4_Contig23944,6,64,26,90,13,39,30,55,22,48,47,42,43,59,44,46
SD_As4_Contig21379,1,28,13,41,39,45,32,12,10,22,22,22,77,73,94,148
SD_As4_Contig4759,304,1541,830,2371,503,1776,830,953,513,1204,698,957,1611,1074,1415,1159
SD_As4_Contig31597,8,26,30,56,5,23,19,9,12,28,23,17,17,15,28,9
SD_As4_Contig67cap,316,1946,727,2673,566,2190,820,978,840,1856,1258,1701,1274,767,1122,1159
SD_As4_Contig37236,3,6,1,7,0,6,0,0,1,2,1,3,1,4,1,0
SD_As4_Contig48436,4,9,6,15,6,10,6,0,6,1,10,0,3,7,5,4
SD_As4_Contig63982,0,1,1,2,0,5,1,2,0,7,1,0,1,0,7,2
SD_As4_Contig99501,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
SD_As4_Contig152211,1,4,4,8,0,3,6,2,0,2,5,4,0,4,1,1
SD_As4_Contig85133,1,1,0,1,1,4,0,1,0,0,1,1,1,3,5,4
SD_As4_Contig382,496,2757,1222,3979,994,2646,1579,1379,800,2039,1141,1582,3010,2277,2578,2419
SD_As4_Contig30621,51,223,154,377,94,143,148,141,160,403,425,205,178,135,155,160
SD_As4_Contig37633,0,4,1,5,3,3,3,0,1,1,3,3,10,7,1,4
SD_As4_Contig45591,9,33,23,56,8,30,20,9,10,21,7,7,24,14,29,23
SD_As4_Contig2524cap,362,1794,963,2757,692,1853,970,962,645,1413,857,925,2025,1527,1712,1725
SD_As4_Contig16403,18,70,35,105,18,67,30,52,29,85,52,41,36,39,28,22
SD_As4_Contig57212,2,10,3,13,2,12,8,14,2,7,7,6,14,2,8,12
SD_As4_Contig7505,108,1209,970,2179,243,221,939,473,51,516,1076,1230,52,489,64,62
SD_As4_Contig14890,0,10,4,14,5,5,2,5,3,4,1,2,4,3,5,0
SD_As4_Contig30249,3,7,3,10,0,14,2,6,6,9,0,3,7,9,4,8
SD_As4_Contig30823,1,4,3,7,3,6,3,3,4,3,6,7,5,1,0,1
SD_As4_Contig19165,3,7,3,10,9,10,3,291,12,27,9,15,12,9,0,3
SD_As4_Contig31232,0,0,1,1,1,2,2,0,6,8,14,4,4,6,6,2
SD_As4_Contig44948,2,6,2,8,1,3,0,0,1,9,1,1,7,1,1,0
SD_As4_Contig5862,339,1696,1164,2860,420,849,1008,794,514,607,800,446,1168,876,746,1053
SD_As4_Contig43805,6,24,20,44,12,20,21,17,16,37,61,40,28,10,14,28
SD_As4_Contig26838,17,42,28,70,14,31,28,12,19,27,39,28,28,20,16,16
SD_As4_Contig350,17,159,37,196,51,183,81,147,55,163,91,154,148,125,149,122
SD_As4_Contig2214,107,1022,228,1250,216,1287,350,436,203,628,364,770,1005,481,988,968
SD_As4_Contig67993,1,5,1,6,0,6,3,1,1,5,0,1,3,0,1,4
SD_As4_Contig30669,1,8,0,8,0,2,4,0,2,3,0,2,0,1,1,4
SD_As4_Contig23418,2,2,4,6,4,5,1,1,2,4,0,2,2,2,1,0
SD_As4_Contig28448,0,8,3,11,2,4,1,1,3,9,3,9,1,2,2,4
SD_As4_Contig18525,15,75,21,96,24,76,25,26,22,56,32,19,57,35,23,28
SD_As4_Contig15813,13,59,20,79,9,39,33,42,22,37,41,39,37,30,40,33
SD_As4_Contig45022,1,1,2,3,3,2,0,1,0,4,1,2,3,1,3,4
SD_As4_Contig28515,0,6,0,6,3,9,0,2,0,4,0,0,5,5,5,0
SD_As4_Contig5241,74,726,198,924,202,717,318,465,133,370,200,349,793,569,867,728
SD_As4_Contig364,409,1949,1269,3218,723,1993,1274,1257,619,1566,1224,1371,2037,1545,1774,1687
SD_As4_Contig24346,4,9,11,20,3,8,7,4,6,4,4,3,10,3,4,10
SD_As4_Contig26168,1,4,3,7,1,4,3,2,1,3,0,3,2,1,1,1
SD_As4_Contig70375,3,15,3,18,1,19,1,6,11,14,23,8,7,8,6,5
SD_As4_Contig5702,50,214,78,292,70,190,83,112,109,179,124,104,175,169,142,118
SD_As4_Contig2798cap,36,57,79,136,70,61,91,45,99,390,201,102,80,69,55,40
SD_As4_Contig840cap,584,3726,1030,4756,847,4568,1006,1685,3230,9313,4245,3996,2983,3847,3541,1593
SD_As4_Contig29033,0,4,4,8,0,12,2,2,0,3,2,0,12,7,10,6
SD_As4_Contig27431,0,3,0,3,0,0,2,0,0,2,0,0,1,3,0,0
SD_As4_Contig7188,84,215,129,344,83,204,101,122,119,234,191,142,170,146,131,122
SD_As4_Contig9093,0,1,1,2,0,1,0,0,0,2,2,0,0,0,2,0
SD_As4_Contig1258cap,3,7,1,8,0,10,2,3,4,15,5,15,1,6,10,4
SD_As4_Contig2984,398,2201,962,3163,542,1995,944,1121,677,1214,1202,1128,1536,1026,991,1301
SD_As4_Contig19331,1,5,1,6,0,2,2,1,0,0,4,2,0,0,1,1
SD_As4_Contig1583cap,10,103,32,135,35,97,39,45,37,95,71,71,52,45,27,23
SD_As4_Contig21172,0,2,0,2,0,1,0,0,0,0,0,0,1,2,1,2
SD_As4_Contig1772cap,5,33,5,38,5,24,9,12,7,22,10,9,13,7,15,9
SD_As4_Contig6710,145,759,390,1149,336,672,403,569,290,712,508,526,689,657,604,598
SD_As4_Contig62645,1,12,8,20,6,10,5,2,14,25,26,8,16,3,2,3
SD_As4_Contig2669cap,0,3,0,3,2,10,0,0,1,1,0,0,1,1,0,0
SD_As4_Contig7283,132,529,330,859,186,436,281,212,274,441,295,298,457,509,311,285
SD_As4_Contig73956,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SD_As4_Contig10417,6,10,0,10,3,8,2,0,8,4,2,6,5,8,10,5
SD_As4_Contig45150,1,1,0,1,2,1,0,0,0,1,0,1,1,2,0,0
SD_As4_Contig24994,0,2,4,6,3,1,1,4,1,2,6,1,0,2,1,0
SD_As4_Contig561,0,1,21,22,0,2,14,21,0,4,5,3,1,3,18,30
SD_As4_Contig1340,82,755,491,1246,204,942,488,459,219,500,532,722,608,399,821,768
SD_As4_Contig57312,1,5,1,6,0,0,2,0,1,4,1,2,2,0,0,0
SD_As4_Contig7544,154,629,339,968,264,614,429,399,247,530,433,475,569,422,452,486
SD_As4_Contig36539,4,1,9,10,1,4,4,2,3,5,2,5,7,4,12,2
SD_As4_Contig65654,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0
SD_As4_Contig12158,10,79,31,110,42,103,48,66,52,89,49,44,27,31,27,33
SD_As4_Contig24014,8,45,20,65,15,34,22,36,27,46,23,23,5,12,9,11
SD_As4_Contig15417,0,3,2,5,0,0,3,3,1,0,4,0,4,8,8,6
SD_As4_Contig3499,396,1250,813,2063,649,1087,1097,689,504,1079,758,802,991,775,984,920
SD_As4_Contig16765,98,402,127,529,124,384,135,127,114,221,96,196,185,249,213,136
SD_As4_Contig14406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SD_As4_Contig6863,7,14,15,29,14,7,32,17,8,19,20,12,6,13,7,7
SD_As4_Contig2278,3,54,10,64,6,30,15,15,9,20,247,21,26,247,21,20
SD_As4_Contig28549,0,7,2,9,2,9,0,2,0,1,2,1,7,4,4,2
SD_As4_Contig23905,5,63,4,67,15,50,12,29,16,32,21,26,44,43,42,53
SD_As4_Contig13824,53,187,85,272,77,187,82,92,63,127,75,57,203,224,145,113
SD_As4_Contig26939,3,12,2,14,2,13,3,2,9,11,11,1,16,17,2,5
SD_As4_Contig6432,1376,6300,4167,10467,2131,5852,3808,4310,2471,4750,5026,3923,6787,5269,5019,4569
SD_As4_Contig12837,36,158,61,219,58,136,41,62,75,139,94,75,205,161,131,125
SD_As4_Contig49450,0,0,0,0,0,1,0,0,2,4,2,0,4,0,0,0
SD_As4_Contig2683cap,2,39,10,49,14,49,8,15,7,11,5,10,28,11,28,35
SD_As4_Contig29206,0,2,3,5,0,5,3,5,0,0,6,1,3,1,5,3
SD_As4_Contig16363,88,404,184,588,114,365,192,187,126,308,199,271,313,283,380,328
SD_As4_Contig1625,263,1354,845,2199,481,1499,921,835,572,971,831,819,1817,1209,1443,1376
SD_As4_Contig11408,36,242,94,336,72,248,108,184,72,196,115,167,238,200,199,218
SD_As4_Contig8867,12,30,14,44,10,45,11,9,16,33,19,21,23,16,36,18
SD_As4_Contig2633,546,1800,1254,3054,726,2008,1338,1013,654,1191,1228,2629,2061,1383,1739,1410
SD_As4_Contig50269,2,7,6,13,4,7,1,8,4,6,1,10,5,7,5,10
SD_As4_Contig11232,5,28,13,41,6,23,25,9,2,15,7,5,40,18,25,28
SD_As4_Contig4478,343,2548,680,3228,674,2686,766,826,818,1718,936,1581,1833,1273,1706,1511
SD_As4_Contig15191,1,15,16,31,4,21,17,11,8,12,11,15,16,15,16,13
SD_As4_Contig36955,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0
SD_As4_Contig12315,81,476,196,672,127,317,191,171,136,390,226,232,181,137,99,112
SD_As4_Contig61448,4,15,1,16,0,16,3,9,1,8,8,9,13,15,7,8
SD_As4_Contig27652,0,1,0,1,0,0,2,0,0,1,0,1,0,0,0,0
SD_As4_Contig30164,0,0,0,0,0,0,0,1,0,0,0,0,4,4,1,0
SD_As4_Contig14158,14,77,37,114,35,79,39,63,20,52,34,36,109,99,73,58
SD_As4_Contig319cap,93,326,308,634,214,297,347,282,174,262,449,233,178,147,113,206
SD_As4_Contig77488,0,2,0,2,0,0,0,0,0,1,0,0,1,2,0,0
SD_As4_Contig69701,0,4,3,7,1,11,4,8,0,1,18,6,2,4,1,3
SD_As4_Contig1263cap,15,65,51,116,28,73,39,31,46,56,51,34,48,67,37,27
SD_As4_Contig61416,111,116,316,432,139,67,334,39,24,37,20,35,2384,552,195,1723
SD_As4_Contig15112,11,13,25,38,7,22,24,13,25,11,14,3,21,15,18,20
SD_As4_Contig63081,1,4,2,6,0,2,1,1,1,2,1,0,6,0,3,0
SD_As4_Contig3993,854,2788,1487,4275,1475,2739,1939,1780,1122,2142,1495,1572,2298,1784,1967,1841
SD_As4_Contig59220,0,4,0,4,0,1,0,0,0,2,0,0,1,2,0,0
SD_As4_Contig31808,1,11,8,19,9,22,11,10,14,11,18,18,15,9,5,6
SD_As4_Contig34547,0,1,0,1,0,2,2,0,1,0,0,1,0,1,3,0
SD_As4_Contig40514,42,209,73,282,48,178,89,98,63,148,45,71,196,179,126,161
SD_As4_Contig2750,89,654,265,919,238,766,407,360,201,582,312,380,525,424,598,536
SD_As4_Contig15714,14,99,25,124,19,80,38,47,27,81,49,60,108,82,75,72
SD_As4_Contig12741,0,1,0,1,0,3,0,2,1,3,0,0,0,1,4,0
SD_As4_Contig55899,21,120,63,183,38,124,63,78,49,88,94,65,126,98,100,88
SD_As4_Contig9760,23,318,76,394,96,395,148,215,91,332,169,320,367,232,278,277
SD_As4_Contig22379,58,277,185,462,71,256,176,191,102,265,287,206,202,236,194,170
SD_As4_Contig48197,0,0,2,2,0,4,2,2,0,1,1,0,4,1,4,3
SD_As4_Contig847,336,1481,637,2118,583,1815,805,928,455,1400,571,1029,1654,1195,1704,1322
SD_As4_Contig274,15,116,31,147,27,111,37,89,23,105,62,80,101,76,90,87
SD_As4_Contig78635,0,5,1,6,1,5,3,3,11,13,3,3,6,5,2,5
SD_As4_Contig16699,49,187,114,301,81,173,123,144,79,195,123,119,144,201,128,115
SD_As4_Contig27026,11,37,7,44,13,30,7,13,9,21,5,11,33,33,17,16
SD_As4_Contig13733,40,519,93,612,114,501,149,249,79,246,111,161,614,415,558,519
SD_As4_Contig21261,68,216,211,427,88,233,190,90,141,156,175,125,161,159,140,102
SD_As4_Contig29518,1,13,5,18,4,6,5,8,4,8,5,2,7,3,4,17
SD_As4_Contig60290,2,20,0,20,6,18,0,0,7,12,0,0,12,6,0,0
SD_As4_Contig60081,7,13,4,17,4,5,5,7,3,8,6,8,17,18,8,14
SD_As4_Contig7576,635,2277,1392,3669,858,1994,1295,1339,1070,2106,1633,1485,1993,1833,1407,1341
SD_As4_Contig16669,13,69,66,135,24,45,30,39,19,54,41,20,31,16,32,23
SD_As4_Contig6223,4,13,13,26,7,10,12,14,5,17,13,5,13,7,14,9
SD_As4_Contig3054cap,8,50,5,55,19,44,2,2,23,36,6,7,51,49,18,14
SD_As4_Contig3253,17,127,36,163,29,82,43,69,62,72,99,58,44,42,19,54
SD_As4_Contig9793,85,446,275,721,185,473,272,319,112,364,279,333,565,326,422,405
SD_As4_Contig57596,11,35,27,62,16,41,10,17,25,16,21,15,14,10,5,11
SD_As4_Contig33557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_As4_Contig67379,1,2,0,2,0,3,3,2,2,1,0,2,1,4,1,2
SD_As4_Contig929,80,2012,346,2358,466,2436,793,1844,323,1483,618,1474,2478,1333,2143,2261
SD_As4_Contig4433,7,41,13,54,11,33,5,18,10,22,21,19,21,21,28,21
SD_As4_Contig40264,8,32,15,47,20,30,15,14,24,48,32,13,24,36,8,22
SD_As4_Contig20671,4,14,18,32,4,10,9,14,4,12,13,9,22,23,25,17
SD_As4_Contig128830,0,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0
SD_As4_Contig12464,0,3,0,3,2,3,0,2,3,2,3,1,1,3,4,2
SD_As4_Contig2104,99,843,288,1131,150,1019,334,376,186,422,273,498,684,517,816,764
SD_As4_Contig3343,213,1426,568,1994,458,1730,604,987,493,1214,910,1121,1190,768,921,971
SD_As4_Contig28684,7,12,13,25,3,8,9,1,6,1,7,4,12,13,8,5
SD_As4_Contig898,55,597,176,773,160,669,267,421,167,538,259,338,714,471,695,708
SD_As4_Contig25436,0,0,2,2,1,0,2,2,1,4,4,2,0,0,1,1
SD_As4_Contig33047,1,1,2,3,0,1,1,5,0,2,0,1,7,0,4,4
SD_As4_Contig35003,2,17,3,20,2,10,2,3,2,5,4,3,8,7,5,6
SD_As4_Contig2468,3,11,12,23,6,7,11,20,2,3,3,11,8,19,3,13
SD_As4_Contig705cap,1328,7228,3220,10448,2486,6773,3951,3785,2542,6379,3428,4602,7801,4717,5686,6725
SD_As4_Contig27840,15,90,61,151,28,71,70,72,19,64,91,67,73,146,156,76
SD_As4_Contig42536,2,5,9,14,2,4,6,0,2,4,7,1,3,2,7,4
SD_As4_Contig46018,0,0,0,0,1,1,1,1,0,0,0,0,2,2,5,6
SD_As4_Contig53591,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3
SD_As4_Contig6108,177,1180,552,1732,379,1206,673,854,326,1011,588,867,1307,899,1168,1191
SD_As4_Contig31081,3,31,4,35,8,34,17,12,7,25,11,13,46,39,44,21
SD_As4_Contig37622,11,77,44,121,19,72,38,56,18,39,70,64,43,55,45,47
SD_As4_Contig31396,3,34,2,36,4,9,7,2,3,11,3,6,23,13,10,4
SD_As4_Contig52290,0,2,1,3,1,0,0,3,0,1,0,0,3,3,1,2
SD_As4_Contig5642,123,843,300,1143,253,820,363,468,266,706,464,605,700,455,500,542
SD_As4_Contig41523,16,79,32,111,25,81,15,15,31,54,30,33,38,38,33,11
SD_As4_Contig15210,5,54,37,91,29,72,27,43,22,78,69,75,47,61,67,38
SD_As4_Contig24cap,156,1334,461,1795,382,1685,641,932,253,943,433,968,1399,907,1292,1463
SD_As4_Contig12117,18,49,11,60,8,70,10,31,31,40,48,29,27,24,22,26
SD_As4_Contig8576,2,16,12,28,6,21,5,7,6,14,8,4,16,16,13,9
SD_As4_Contig13647,221,739,603,1342,354,795,571,470,331,721,626,548,830,659,691,593
SD_As4_Contig36584,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SD_As4_Contig18629,14,51,46,97,25,49,49,23,25,43,28,26,38,36,34,41
SD_As4_Contig17265,4,27,10,37,2,48,8,13,7,21,12,17,19,37,22,15
SD_As4_Contig24891,1,10,4,14,6,4,6,7,12,24,18,13,2,2,3,0
SD_As4_Contig5140,441,1096,1171,2267,564,994,1058,577,638,1044,979,734,892,751,886,808
SD_As4_Contig23744,0,2,1,3,1,3,0,2,4,3,6,3,2,2,0,1
SD_As4_Contig33337,0,6,0,6,1,3,1,0,3,7,0,0,0,0,0,1
SD_As4_Contig8267,61,391,188,579,128,382,185,169,146,322,251,312,344,252,259,276
SD_As4_Contig15037,6,28,8,36,16,44,11,35,12,36,23,26,22,10,28,34
SD_As4_Contig38244,3,6,4,10,3,7,13,6,2,7,12,5,4,5,11,6
SD_As4_Contig2049cap,28,89,44,133,45,83,54,32,49,59,55,43,63,67,65,39
SD_As4_Contig21887,0,0,1,1,0,0,0,1,3,9,3,2,1,1,0,0
SD_As4_Contig23047,1,8,2,10,0,8,4,0,2,4,1,1,5,3,5,6
SD_As4_Contig1570cap,8,108,23,131,30,100,31,31,31,65,37,39,136,100,100,106
SD_As4_Contig23741,3,17,6,23,8,27,5,10,4,22,7,15,3,9,4,2
SD_As4_Contig30960,7,37,7,44,6,27,13,14,1,7,6,5,22,9,19,13
SD_As4_Contig27462,1,6,3,9,3,4,1,0,0,4,3,2,2,1,1,4
SD_As4_Contig93954,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SD_As4_Contig6144,17,30,1,31,24,24,10,6,16,27,3,25,9,20,14,1
SD_As4_Contig31563,1,6,3,9,1,8,0,0,3,7,1,1,3,7,3,0
SD_As4_Contig5966,887,3164,3312,6476,1798,3008,3765,3513,1313,2657,3550,3186,3002,2069,3165,3502
SD_As4_Contig3397cap,55,396,144,540,143,449,195,273,116,404,211,281,450,318,450,356
SD_As4_Contig13484,19,40,21,61,17,58,19,15,28,46,28,33,33,28,39,35
SD_As4_Contig3655cap,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
SD_As4_Contig7352,7,40,39,79,9,42,31,29,7,13,23,29,12,12,44,79
SD_As4_Contig44830,0,3,1,4,0,3,1,3,3,2,11,4,5,1,5,9
SD_As4_Contig2551,24,84,72,156,40,69,57,50,30,71,69,60,87,94,71,57
SD_As4_Contig41795,0,10,2,12,1,5,2,0,1,2,0,1,6,3,5,2
SD_As4_Contig43874,1,55,17,72,10,47,23,9,16,34,11,17,50,45,94,63
SD_As4_Contig13820,54,162,299,461,58,118,178,121,64,100,181,173,114,110,198,161
SD_As4_Contig27084,1,5,1,6,1,1,2,2,3,3,2,1,1,4,4,4
SD_As4_Contig28100,0,3,0,3,0,3,1,1,0,1,0,0,0,1,1,0
SD_As4_Contig10860,86,383,201,584,159,447,209,214,162,347,269,292,289,187,335,268
SD_As4_Contig25853,0,1,0,1,0,1,0,3,0,0,0,3,0,0,0,0
SD_As4_Contig9404,115,990,344,1334,247,1170,495,780,269,1018,555,795,1109,734,1034,1052
SD_As4_Contig34434,1,0,0,0,0,1,0,0,2,0,1,0,1,4,1,1
SD_As4_Contig8160,4,13,10,23,8,16,20,10,27,27,17,18,11,19,10,11
SD_As4_Contig3949cap,71,441,183,624,140,586,216,233,185,334,276,348,396,253,366,405
SD_As4_Contig6408,298,1581,677,2258,441,1829,834,726,533,1163,863,1373,1535,934,1504,1280
SD_As4_Contig23006,14,66,19,85,21,72,24,15,28,50,28,26,63,26,24,22
SD_As4_Contig28581,5,11,6,17,6,8,2,2,3,6,1,6,5,6,4,6
SD_As4_Contig27687,2,15,5,20,2,5,1,0,1,8,6,6,3,12,2,0
SD_As4_Contig4594,331,1297,664,1961,537,1528,823,797,413,990,708,1041,1425,924,1266,1076
SD_As4_Contig6029,133,688,266,954,319,603,376,374,182,501,213,316,725,614,696,625
SD_As4_Contig71645,0,1,5,6,3,2,2,0,2,5,2,0,9,3,7,2
SD_As4_Contig2773cap,2,22,6,28,0,12,14,6,6,10,5,3,15,13,12,15
SD_As4_Contig4456,140,795,431,1226,240,940,589,480,215,659,568,684,913,590,878,861
SD_As4_Contig6468,887,4666,2089,6755,1237,4231,1916,2328,1886,3503,2845,2369,2360,2027,1664,1451
SD_As4_Contig6250,11,22,15,37,7,25,12,7,11,19,5,3,41,39,37,24
SD_As4_Contig22991,17,127,32,159,50,150,44,113,30,146,51,60,103,81,104,92
SD_As4_Contig13706,11,34,25,59,10,25,22,9,11,28,10,15,27,36,18,9
SD_As4_Contig19383,79,614,242,856,203,610,253,196,186,415,271,251,592,516,803,774
SD_As4_Contig18991,4,5,1,6,5,4,2,1,4,9,6,1,3,5,4,2
SD_As4_Contig7523,173,920,403,1323,309,988,448,583,230,585,422,527,1003,791,824,858
SD_As4_Contig26666,4,27,16,43,7,17,15,6,10,19,13,15,22,13,20,15
SD_As4_Contig34140,3,4,5,9,5,8,9,5,5,4,3,6,9,4,2,2
SD_As4_Contig13857,21,239,45,284,72,253,82,138,79,237,104,212,192,111,182,160
SD_As4_Contig585,46,225,78,303,77,179,107,144,86,165,129,117,197,204,146,125
SD_As4_Contig5200,137,936,390,1326,306,785,528,685,286,850,658,783,933,784,852,807
SD_As4_Contig886,524,2196,1048,3244,863,2599,1217,1048,723,1490,1014,1783,1971,1087,1791,1609
SD_As4_Contig31194,2,7,2,9,2,19,0,5,0,6,1,1,7,5,1,9
SD_As4_Contig12997,2,42,5,47,16,46,16,23,13,34,13,20,50,28,51,48
